offset,precision,recall,f1,hypothetical_mean_return
-7,0.26071428571428573,0.45833333333333326,0.32341269841269843,0.005378741484739158
-10,0.24404761904761904,0.45833333333333326,0.30952380952380953,0.010131337434587363
-14,0.25625,0.45833333333333326,0.31785714285714284,0.0026776655328312558
-17,0.2738095238095238,0.45833333333333326,0.3222222222222222,0.007100020208387087
-21,0.25625,0.45833333333333326,0.31785714285714284,0.006705863078763557
